纯挚,纯真
选择,抉择
续,绝
逢凶化吉,绝处逢生
相对,绝对
断交,绝交
死路,绝路
独一无二,绝无仅有
察觉,觉察
兴起,崛起
挖,掘
臣,君
小人,君子
平衡,均衡
俏,俊
完工,竣工
启,开
推心置腹,开诚布公
末尾,开端
开除,开革
完工,开工
停航,开航
拓荒,开荒
闭会,开会
开战,开火
残局,开局
直截了当,开门见山
开通,开明
落幕,开幕
收盘,开盘
封闭,开启
守旧,开通
扫尾,开头
开支,开销
停业,开业
一掷千金,开源节流
展开,开展
停战,开战
倒闭,开张
开门见山,开宗明义
擦,揩
班师,凯旋
登载,刊登
订正,勘误
可谓,堪称
康庄大道,坎坷不平
口若悬河,侃侃而谈
探望,看望
羊肠小道,康庄大道
萎靡不振,慷慨激昂
一毛不拔,慷慨解囊
卑,亢
调查,考察
考证,考据
思索,考虑
接近,靠近
半路出家,科班出身
迷信,科学
否,可
心爱,可爱
无隙可乘,可乘之机
可爱,可恶
悲喜交集,可歌可泣
可爱,可恨
不幸,可怜
能够,可能
不可思议,可想而知
能够,可以
无足轻重,可有可无
可爱,可憎
旗开得胜,克敌制胜
奉公守法,克己奉公
迫在眉睫,刻不容缓
恨之入骨,刻骨仇恨
念念不忘,刻骨铭心
吃苦,刻苦
守株待兔,刻舟求剑
主,客
主队,客队
原籍,客籍
旅居,客居
主人,客人
开荒,垦荒
央求,恳求
空空如也,空洞无物
门庭若市,空谷足音
虚幻,空幻
铁证如山,空口无凭
空阔,空旷
空旷,空阔
绝后,空前
独一无二,空前绝后
一诺千金,空头支票
闲暇,空闲
充实,空虚
地面,空中
海市蜃楼,空中楼阁
生怕,恐怕
心,口
怨声载道,口碑载道
口是心非,口不应心
僧多粥少,口多食寡
笑里藏刀,口蜜腹剑
噤若寒蝉,口若悬河
笔试,口试
言不由衷,口是心非
口紧,口松
笔译,口译
拘留,扣留
无动于衷,扣人心弦
仇敌,寇仇
荣,枯
枯萎,枯败
繁茂,枯萎
单调,枯燥
津津有味,枯燥无味
残花败柳,枯枝败叶
泣,哭
啼笑皆非,哭笑不得
甘,苦
喜出望外,苦海无边
否极泰来,苦尽甘来
语重心长,苦口婆心
甜头,苦头
惨淡经营,苦心孤诣
严寒,酷寒
炎热,酷热
严冬,酷暑
言过其实,夸大其词
纸上谈兵,夸夸其谈
倒台,垮台
逾越,跨越
速,快
慢车,快车
快速,快捷
拖泥带水,快人快语
疾速,快速
欣慰,快慰
喜闻乐见,脍炙人口
阔,宽
开阔,宽阔
饶恕,宽恕
样式,款式
暴风骤雨,狂风暴雨
风平浪静,狂风大作
空前绝后,旷古绝伦
昙花一现,旷日持久
原野,旷野
盈,亏
优待,亏待
盈余,亏损
纹丝不动,岿然不动
矮小,魁梧
惭愧,愧疚
落花流水,溃不成军
败退,溃退
捐赠,馈赠
乾,坤
窘迫,困顿
窘境,困境
穷困,困窘
搅扰,困扰
垂死挣扎,困兽犹斗
裁军,扩军
澄清,廓清
渣滓,垃圾
推,拉
降临,来临
去路,来路
往日,来日
因由,来由
根源,来源
好,赖
认账,赖账
勤,懒
鱼目混珠,滥竽充数
饥不择食,狼吞虎咽
野心勃勃,狼子野心
朗诵,朗读
朗读,朗诵
糜费,浪费
逸,劳
休息,劳动
不劳而获,劳而不获
劳而无功,劳苦功高
可靠,牢靠
小,老
初出茅庐,老成持重
未老先衰,老当益壮
乳臭未干,老马识途
足智多谋,老谋深算
倚老卖老,老气横秋
陈词滥调,老生常谈
教师,老师
新式,老式
新手,老手
返老还童,老态龙钟
失意,潦倒
旱,涝
忧,乐
兴高采烈,乐不可支
悲观,乐观
愿意,乐意
噪音,乐音
气呼呼,乐滋滋
闻风而动,雷厉风行
瘦弱,羸弱
乏,累
热,冷
冷言冷语,冷嘲热讽
无情无义,冷酷无情
冷落,冷清
暖色,冷色
冷嘲热讽,冷言冷语
袖手旁观,冷眼旁观
冷傲,冷艳
礼遇,冷遇
热战,冷战
合,离
归队,离队
新奇,离奇
离职,离任
团圆,离散
切题,离题
同心同德,离心离德
向心力,离心力
离任,离职
拂晓,黎明
冷遇,礼遇
外,里
外面,里面
外头,里头
理会,理睬
理应,理当
理睬,理会
文科,理科
实际,理论
哑口无言,理屈词穷
天经地义,理所当然
感性,理性
理屈词穷,理直气壮
明智,理智
力所能及,力不从心
力所能及,力不胜任
力图,力求
记忆犹新,历历在目
严阵以待,厉兵秣马
坐,立
戴罪立功,立功赎罪
立即,立刻
平面,立体
立锥之地,立足之地
本,利
利害,利弊
绵亘,连亘
拖累,连累
赶紧,连忙
绵亘不绝,连绵起伏
延续,连续
时断时续,连续不断
轮作,连作
爱怜,怜爱
怜惜,怜悯
波纹,涟漪
联络,联系
低价,廉价
面颊,脸颊
依依不舍,恋恋不舍
爱情,恋情
好久,良久
劣种,良种
冷,凉
冷冰冰,凉飕飕
两全其美,两败俱伤
阳奉阴违,两面三刀
一举两得,两全其美
中间,两头
一厢情愿,两厢情愿
明,亮
明亮,亮堂
质,量
质变,量变
量入为出,量力而行
谈,聊
屈指可数,寥寥无几
不可胜数,寥若晨星
挑逗,撩拨
旋绕,缭绕
了却,了结
一目了然,了如指掌
操持,料理
胡言乱语,料事如神
预想,料想
罗列,列举
优,劣
疾风知劲草,烈火真金
火伞高张,烈日当空
阴雨绵绵,烈日炎炎
跌跌撞撞,趔趔趄趄
临阵磨枪,临渴掘井
暂时,临时
贪生怕死,临危不惧
临渴掘井,临阵磨枪
冲锋陷阵,临阵脱逃
美不胜收,琳琅满目
能说会道,伶牙俐齿
笨,灵
心血来潮,灵机一动
乖巧,灵巧
闭塞,灵通
小巧,玲珑
腾空,凌空
整,零
一气呵成,零打碎敲
批发,零售
发,领
带路,领路
支付,领取
抢先,领先
首领,领袖
拥有,领有
正册,另册
重整旗鼓,另起炉灶
刮目相看,另眼相看
逃之夭夭,溜之大吉
淌,流
名垂青史,流芳百世
放逐,流放
颠沛流离,流离失所
恋恋不舍,流连忘返
表露,流露
风言风语,流言蜚语
眷恋,留恋
纪念,留念
候鸟,留鸟
注意,留神
山穷水尽,柳暗花明
心惊肉跳,六神无主
挥洒自如,龙飞凤舞
刀山火海,龙潭虎穴
生龙活虎,龙腾虎跃
众叛亲离,笼络人心
盛夏,隆冬
头目,喽罗
头目,喽罗
含,露
显露,露出
出面,露面
出神入化,炉火纯青
海洋,陆地
道,路
路途,路程
袖手旁观,路见不平;拔刀相助
风马牛不相及,驴唇不对马嘴
游览,旅行
多次,屡次
少见多怪,屡见不鲜
百战百胜,屡战屡败
体力,膂力
治,乱
乱糟糟,乱哄哄
乌七八糟,乱七八糟
擦过,掠过
剪影,掠影
详,略
稍微,略微
陷落,沦陷
轮番,轮流
结论,论断
论争,论战
干脆,罗唆
干脆,啰唆
纷至沓来,络绎不绝
降,落
涨潮,落潮
及第,落第
一败涂地,落荒而逃
乘人之危,落井下石
闭幕,落幕
放荡不羁,落拓不羁
中选,落选
漫不经心,麻痹大意
费事,麻烦
漠不关心,麻木不仁
再接再励,马不停蹄
旗开得胜,马到成功
粗心,马虎
粗心大意,马马虎虎
立即,马上
湮没,埋没
掩埋,埋葬
购,买
卖价,买价
卖主,买主
售,卖
买价,卖价
卖力,卖命
买主,卖主
头绪,脉络
隐瞒,瞒哄
谦,满
毫不在意,满不在乎
沸沸扬扬,满城风雨
才疏学浅,满腹经纶
愁眉苦脸,满面春风
义愤填膺,满腔怒火
称心,满意
一无所获,满载而归
缓,慢
快步,慢步
快车,慢车
渐渐,慢慢
从容不迫,慢条斯理
慢悠悠,慢吞吞
慢吞吞,慢悠悠
掉以轻心,漫不经心
冗长,漫长
比比皆是,漫山遍野
浸湿,漫湿
遨游,漫游
闲,忙
自觉,盲目
粗糙,毛糙
净重,毛重
盾,矛
冲突,矛盾
锋芒,矛头
恍然大悟,茅塞顿开
繁茂,茂盛
假冒,冒充
滥竽充数,冒名顶替
心心相印,貌合神离
出,没
有救,没救
衰败,没落
呆头呆脑,没头没脑
喜形于色,眉飞色舞
眉飞色舞,眉开眼笑
暗送秋波,眉来眼去
头绪,眉目
贼眉鼠眼,眉清目秀
灵机一动,眉头一皱;计上心来
日薄西山,每况愈下
屡屡,每每
好,美
丑化,美化
恶名,美名
佳誉,美誉
十全十美,美中不足
姊,妹
傲骨,媚骨
寤,寐
门庭若市,门可罗雀
路径,门路
门庭若市,门庭冷落
门可罗雀,门庭若市
萌生,萌发
萌发,萌生
模模糊糊,朦朦胧胧
固守,猛攻
受,蒙
晕头转向,蒙头转向
呓语,梦话
梦境,梦幻
朝思暮想,梦寐以求
补偿,弥补
洋溢,弥漫
迷惘,迷惑
困惑不解,迷惑不解
恍恍惚惚,迷迷糊糊
悬崖勒马,迷途知返
科学,迷信
寻,觅
寻食,觅食
窍门,秘诀
稀,密
密密丛丛,密密层层
密密层层,密密麻麻
绵亘,绵延
任,免
以免,免得
收费,免费
将就,勉强
里,面
惊惶失措,面不改色
身强力壮,面黄肌瘦
相貌,面貌
八面玲珑,面面俱到
改头换面,面目全非
焕然一新,面目一新
背后,面前
面熟,面生
面善,面熟
描画,描绘
妙趣横生,妙不可言
亡,灭
毁灭,灭绝
沦亡,灭亡
官,民
生灵涂炭,民不聊生
官方,民间
民意,民心
怨声载道,民怨沸腾
迟钝,敏感
矫捷,敏捷
实,名
名不虚传,名不副实
名副其实,名不虚传
称号,名称
流芳百世,名垂青史
名不副实,名存实亡
名不虚传,名副其实
名副其实,名过其实
首屈一指,名列前茅
名列前茅,名落孙山
项目,名目
名望,名气
名望,名声
名噪一时,名闻遐迩
表面,名义
理直气壮,名正言顺
亮,明
清澈,明澈
亮堂堂,明晃晃
明目张胆,明火执仗
晦涩,明快
艳丽,明丽
亮堂,明亮
密码,明码
明丽,明媚
暗箭,明枪
明争暗斗,明枪暗箭
今天,明天
分明,明显
洁身自好,明哲保身
尔虞我诈,明争暗斗
知法犯法,明知故犯
道谢,鸣谢
不置可否,模棱两可
隐隐约约,模摸糊糊
容貌,模样
冲突,摩擦
磨练,磨难
擦,抹
争光,抹黑
终,末
亡,殁
莫明其妙,莫名其妙
一面之交,莫逆之交
无所适从,莫衷一是
漠然置之,漠不关心
淡然,漠然
朱,墨
故步自封,墨守成规
朗读,默读
大名鼎鼎,默默无闻
默许,默认
女,母
牝,牡
草本,木本
纲,目
琳琅满目,目不暇接
左顾右盼,目不邪视
聚精会神,目不转睛
呆若木鸡,目瞪口呆
目击,目睹
目睹,目击
自高自大,目空一切
眼花缭乱,目迷五色
旁若无人,目中无人
晨,暮
晚年,暮年
朝气蓬勃,暮气沉沉
放,拿
外,内
外部,内部
外调,内查
外延,内涵
外患,内患
外敌,内奸
外景,内景
外科,内科
外患,内乱
外勤,内勤
外伤,内伤
里应外合,内外夹攻
外务,内务
外线,内线
外向,内向
外销,内销
外表,内心
外患,内忧
外债,内债
外交,内政
这,那
缴,纳
乘凉,纳凉
归入,纳入
征税,纳税
女,男
女子,男子
北,南
北方,南方
北国,南国
背道而驰,南辕北辙
身经百战,南征北战
易,难
罕见,难得
忧伤,难过
好看,难看
不足为奇,难能可贵
一丘之貉,难史难弟
自言自语,喃喃自语
不名一文,囊空如洗
好,孬
喋喋不休,呶呶不休
怨恨,恼恨
体力,脑力
骨瘦如柴,脑满肠肥
肇事,闹事
呼吁,呐喊
老,嫩
无能,能干
可以,能够
伶牙俐齿,能说会道
能说会道,能言巧辩
动力,能源
僧,尼
鱼龙混杂,泥沙俱下
您,你
不共戴天,你死我活
顺,逆
悖逆,逆悖
顺耳,逆耳
顺风,逆风
顺境,逆境
针锋相对,逆来顺受
顺水,逆水
不进则退,逆水行舟
孝子,逆子
销声匿迹,匿影藏形
年终,年初
老态龙钟,年富力强
年岁,年纪
年富力强,年迈力衰
年老,年轻
年富力强,年轻力壮
思,念
谈论,念叨
怀旧,念旧
朝思暮想,念念不忘
俯瞰,鸟瞰
轻手轻脚,蹑手蹑脚
宁可,宁肯
苟且偷生,宁死不屈
宁死不屈,宁为玉碎，不为瓦全
奸笑,狞笑
凝结,凝固
凝结,凝聚
工,农
乡村,农村
淡,浓
浓郁,浓烈
轻笔细描,浓墨涂抹
稀释,浓缩
淡雅,浓艳
画蛇添足,弄巧成拙
故弄玄虚,弄虚作假
仆,奴
主子,奴才
卑躬屈膝,奴颜婢膝
奴颜婢膝,奴颜媚骨
喜,怒
怒形于色,怒不可遏
痛斥,怒斥
勃然大怒,怒发冲冠
怒发冲冠,怒气冲天
喜色,怒色
喜形于色,怒形于色
儿,女
男子,女子
优待,虐待
温,暖
冷飕飕,暖烘烘
寒流,暖流
移动,挪动
胆小鬼,懦夫
煞费苦心,呕心沥血
奇,偶
偶然,偶尔
必然性,偶然性
匍匐,爬行
义愤填膺,拍案而起
赞不绝口,拍案叫绝
点头,拍板
大快人心,拍手称快
排演,排练
翻江倒海,排山倒海
派系,派别
差遣,派遣
气派,派头
攀爬,攀登
趋炎附势,攀龙附凤
剥削,盘剥
错综复杂,盘根错节
算计,盘算
盘诘,盘问
踉跄,蹒跚
判别,判断
一如既往,判若两人
期望,盼望
倾盆大雨,滂沱大雨
中间,旁边
歪门邪道,旁门左道
拐弯抹角,旁敲侧击
目中无人,旁若无人
引经据典,旁征博引
肥,胖
瘦子,胖子
扔,抛
丢弃,抛弃
兜售,抛售
出头露面,抛头露面
举一反三,抛砖引玉
寻根究底,刨根问底
伴,陪
维修,培修
赚,赔
合作,配合
主角,配角
放射,喷射
友,朋
冤家,朋友
疏松,蓬松
不修边幅,蓬头垢面
磅礴,澎湃
撞,碰
受阻,碰壁
驳斥,批驳
零售,批发
诚心诚意,披肝沥胆
蓬头垢面,披头散发
夜以继日,披星戴月
遍体鳞伤,皮开肉绽
毗邻,毗连
毗连,毗邻
筋疲力尽,疲惫不堪
有勇无谋,匹夫之勇
婚配,匹配
惊惶失措,屁滚尿流
全面,片面
三言两语,片言只语
偏偏,偏
偏远,偏僻
恰恰,偏偏
公允,偏颇
偏僻,偏远
穷,贫
贫瘠,贫乏
瘠薄,贫瘠
富贵,贫贱
贫困,贫苦
贫穷,贫困
贫困,贫穷
能说会道,贫嘴薄舌
屡次,频繁
频次,频率
品味,品尝
档次,品位
品尝,品味
德才兼备,品学兼优
质量,品质
种类,品种
牡,牝
延聘,聘请
仄,平
安全,平安
安然无恙,平安无事
无缘无故,平白无故
一步登天,平步青云
往常,平常
平地,平川
平铺直叙,平淡无奇
对等,平等
高山,平地
势均力敌,平分秋色
均衡,平衡
均匀,平均
立体,平面
闰年,平年
平淡无奇,平铺直叙
等量齐观,平起平坐
素日,平日
素常,平素
平整,平坦
颠簸,平稳
停息,平息
弄虚作假,平心而论
心平气和,平心静气
咄咄逼人,平易近人
均匀,平匀
精装,平装
评选,评比
评价,评估
品头论足,评头品足
凭仗,凭借
仰仗,凭仗
不期而遇,萍水相逢
公,婆
心甘情愿,迫不得已
刻不容缓,迫不及待
虐待,迫害
逼近,迫近
火烧眉毛,迫在眉睫
立,破
背水一战,破釜沉舟
言归于好,破镜重圆
褴褛,破烂
败落,破落
望风而逃,破门而出
天衣无缝,破绽百出
奴,仆
主人,仆人
消灭,扑灭
虚无缥缈,扑朔迷离
漫山遍野,铺天盖地
爬行,匍匐
质朴,朴实
华而不实,朴实无华
怨声载道,普天同庆
一般,普通
东拼西凑,七拼八凑
暴跳如雷,七窍生烟
从容不迫,七上八下
手忙脚乱,七手八脚
众说纷纭,七嘴八舌
夫,妻
苍凉,凄凉
栖息,栖身
歇息,栖息
休,戚
期望,期冀
祈求,期求
希冀,期望
盛气凌人,欺人太甚
沽名钓誉,欺世盗名
乌黑,漆黑
全,齐
完备,齐备
其他,其余
偶,奇
奇迹,奇观
奇树异草,奇花异草
囤积居奇,奇货可居
废话连篇,奇文瑰句
平淡无奇,奇珍异宝
邪路,歧途
祷告,祈祷
乞求,祈求
坎坷,崎岖
欲罢不能,骑虎难下
众寡悬殊,棋逢对手
棋逢对手,旗鼓相当
马到成功,旗开得胜
哀求,乞求
祈求,企求
希图,企图
不但,岂但
开,启
庸人自扰,杞人忧天
止,起
后来,起初
终点,起点
最少,起码
妙手回春,起死回生
原因,起因
无所事事,起早贪黑
瑰丽,绮丽
喜洋洋,气冲冲
愤慨,气愤
心平气和,气急败坏
时令,气节
泄气,气馁
气壮山河,气吞山河
志同道合,气味相投
奄奄一息,气息奄奄
一成不变,气象万千
唯唯诺诺,气宇轩昂
奄奄一息,气壮山河
起,讫
取,弃
改邪归正,弃暗投明
弃暗投明,弃旧图新
哭,泣
喜笑颜开,泣不成声
兴高采烈,泣涕如雨
符合,契合
用具,器具
恰如其分,恰到好处
恰恰,恰好
采购,洽购
一成不变,千变万化
恩将仇报,千恩万谢
想方设法,千方百计
危在旦夕,千钧一发
近在咫尺,千里迢迢
因小失大,千里之堤;溃于蚁穴
积少成多,千里之行;始于足下
一马平川,千山万壑
井井有条,千丝万缕
千丝万缕,千头万绪
含辛茹苦,千辛万苦
三言两语,千言万语
家常便饭,千载难逢
模棱两可,千真万确
绰约多姿,千姿百态
将就,迁就
迁移,迁徙
拖延,迁延
朝思暮想,牵肠挂肚
顺理成章,牵强附会
满,谦
辞让,谦让
狂妄自大,谦虚谨慎
后,前
长辈,前辈
后方,前方
大功告成,前功尽弃
行进,前进
后面,前面
瞻前顾后,前怕狼;后怕虎
前赴后继,前仆后继
后期,前期
后人,前人
后任,前任
前车之鉴,前事不忘;后事之师
史无前例,前所未有
火线,前线
来龙去脉,前因后果
坤,乾
逃窜,潜逃
专心,潜心
耳濡目染,潜移默化
深,浅
粗浅,浅显
解散,遣散
短,欠
丰,歉
丰年,歉年
逆风,戗风
弱,强
弱小,强大
匪徒,强盗
巩固,强固
微弱,强劲
自愿,强迫
强者,强人
悄然,悄悄
枯槁,憔悴
拙,巧
鬼斧神工,巧夺天工
能说会道,巧舌如簧
调皮,俏皮
险峻,峭拔
诀窍,窍门
得当,切当
实在,切实
离题,切题
一针见血,切中时弊
勇,怯
盗,窃
保密,窃密
交头接耳,窃窃私语
半途而废,锲而不舍
疏,亲
敬爱,亲爱
接近,亲近
亲近,亲热
亲身,亲自
进犯,侵犯
并吞,侵吞
懒,勤
勤劳,勤奋
勤劳,勤快
功在不舍,勤能补拙
纵,擒
后来居上,青出于蓝
两小无猜,青梅竹马
光天化日,青天白日
青睐,青眼
平步青云,青云直上
沉,轻
驾轻就熟,轻车熟路
易如反掌,轻而易举
重活,轻活
胆大妄为,轻举妄动
重伤,轻伤
紧张,轻松
细微,轻微
本末倒置,轻重倒置
一贫如洗,倾家荡产
倾吐,倾诉
浑,清
明澈,清澈
分明,清楚
油腻,清淡
赃官,清官
金科玉律,清规戒律
喧闹,清净
喧嚣,清静
贫苦,清苦
明朗,清朗
明晰,清晰
欲壑难填,清心寡欲
娟秀,清秀
浊音,清音
不由自主,情不自禁
急中生智,情急生智
道理,情理
情味,情趣
形势,情势
一成不变,情随事迁
神态,情态
深仇大恨,情天孽海
不共戴天,情同手足
心意,情意
阴,晴
震天撼地,擎天撼地
须臾,顷刻
讨教,请教
擢发难数,罄竹难书
贫,穷
贫困,穷困
骄奢淫逸,穷奢极欲
走投无路,穷途末路
悲天悯人,穷凶极恶
墨守陈规,穷则思变
春,秋
势如破竹,秋风扫落叶
春季,秋季
春色,秋色
供,求
哀告,求告
请教,求教
吹毛求疵,求全责备
务实,求实
直,曲
阿谀奉承,曲意逢迎
迂回,曲折
遣散,驱散
差遣,驱使
伸,屈
不计其数,屈指可数
趋向,趋势
洁身自好,趋炎附势
与,取
扬长避短,取长补短
获得,取得
存款,取款
选择,取舍
失信,取信
嫁,娶
来,去
来路,去路
齐,全
局部,全部
选集,全集
旗开得胜,全军覆没
竭尽全力,全力以赴
片面,全面
聚精会神,全神贯注
部分,全体
一心一意,全心全意
权益,权利
姑且,权且
康复,痊愈
纵横交错,犬牙交错
劝止,劝阻
短,缺
出勤,缺勤
短少,缺少
出席,缺席
沉稳,雀跃
的确,确实
齐心协力,群策群力
集体,群体
但是,然而
焚,燃
十万火急,燃眉之急
熄灭,燃烧
霄,壤
争,让
宽恕,饶恕
烦扰,扰乱
招灾惹祸,惹火烧身
生事,惹事
无事生非,惹是生非
冷,热
寒带,热带
暖洋洋,热乎乎
如火如荼,热火朝天
百感交集,热泪盈眶
抢手,热门
热火朝天,热气腾腾
平心静气,热血沸腾
冷战,热战
己,人
不知不觉,人不知;鬼不觉
人才辈出,人才济济
单枪匹马,人多势众
野生,人工
人困马乏,人喊马嘶
人困马乏,人欢马叫
天灾,人祸
人世,人间
太平盛世,人间地狱
量才录用,人尽其才
群众,人民
草菅人命,人命关天
兵强马壮,人强马壮
人之常情,人情世故
家喻户晓,人人皆知
高枕无忧,人人自危
摩肩接踵,人山人海
鸦雀无声,人声鼎沸
繁荣昌盛,人寿年丰
一盘散沙,人心涣散
高枕无忧,人心惶惶
众矢之的,人心所向
兽性,人性
随声附和,人云亦云
物证,人证
人情世故,人之常情
豺狼成性,仁义道德
各持己见,仁者见仁;智者见智
暴政,仁政
漠不关心,仁至义尽
忍无可忍,忍气吞声
委曲求全,忍辱负重
忍辱负重,忍无可忍
赖帐,认帐
免,任
怨天尤人,任劳任怨
听凭,任凭
听之任之,任其自然
任人唯贤,任人唯亲
任人唯亲,任人唯贤
恣意,任意
轻车熟路,任重道远
抛,扔
依旧,仍旧
依然,仍然
夜,日
夜班,日班
积少成多,日积月累
经年累月,日久天长
无所事事,日理万机
山穷水尽,日暮途穷
半夜三更,日上三竿
一日千里,日新月异
光阴似箭,日月如梭
枯,荣
包容,容纳
凝结,溶化
凝结,熔化
消融,融化
举一反三,融会贯通
冗杂,冗长
刚,柔
娇嫩,柔嫩
坚硬,柔软
一模一样,如出一辙
依样画葫芦,如法炮制
假如,如果
热火朝天,如火如荼
大喜过望,如获至宝
往常,如今
凶神恶煞,如狼似虎
臭名昭著,如雷贯耳
小心翼翼,如履薄冰
恍然大悟,如梦初醒
逃之夭夭,如鸟兽散
江河日下,如日方升
照实,如实
一五一十,如数家珍
情同手足,如兄如弟
多么,如许
形影不离,如影随行
瓮中之鳖,如鱼得水
自我陶醉,如醉如痴
坐立不安,如坐针毡
爬动,蠕动
宠,辱
进,入
绰绰有余,入不敷出
上天,入地
顺耳,入耳
出境,入境
出口,入口
出列,入列
出神,入迷
出神,入神
动手,入手
退伍,入伍
退席,入席
当选,入选
退学,入学
出院,入院
硬,软
硬化,软化
钝,锐
势如破竹,锐不可当
光滑,润滑
不即不离,若即若离
泾渭分明,若明若暗
泰然自若,若无其事
一目了然,若隐若现
若隐若现,若有若无
强,弱
身强力壮,弱不禁风
以强凌弱,弱肉强食
洒,撒
扯谎,撒谎
潇洒,洒脱
安然无恙,三长两短
接二连三,三番五次
人山人海,三三两两
福星高照,三生有幸
深思熟虑,三思而行
持之以恒,三天打鱼;两天晒网
人山人海,三五成群
犹豫不决,三心二意
喋喋不休,三言两语
集,散
残兵败将,散兵游勇
分发,散发
开会,散会
流失,散失
沧海,桑田
德高望重,丧尽天良
沮丧,丧气
遗失,丧失
丧尽天良,丧心病狂
卖弄风骚,搔首弄姿
清扫,扫除
开头,扫尾
败兴,扫兴
五颜六色,色彩斑斓
外强中干,色厉内荏
滑,涩
威严,森严
尼,僧
宰,杀
饮鸠止渴,杀鸡取卵
杀人不见血,杀人不眨眼
救死扶伤,杀人如麻
舍己为人,杀人越货
视死如归,杀身成仁
疆场,沙场
易如反掌,沙里淘金
瞬时,刹时
兴高采烈,铩羽而归
愚,傻
挖空心思,煞费苦心
若无其事,煞有介事
瞬间,霎时
挑选,筛选
天长地久,山高水长
信誓旦旦,山盟海誓
日暮途穷,山穷水尽
粗茶淡饭,山珍海味
增,删
捷足先登,姗姗来迟
推波助澜,煽风点火
喜笑颜开,潸然泪下
直言不讳,闪烁其辞
擅,善
恶报,善报
恶人,善人
有始有终,善始善终
好心,善意
善,擅
私自,擅自
奉养,赡养
移风易俗,伤风败俗
损伤,伤害
丧尽天良,伤天害理
罚,赏
恩赐,赏赐
心旷神怡,赏心悦目
下,上
水落石出,上不着天;下不着地
下层,上层
下风,上风
下级,上级
下款,上款
下去,上来
下马,上马
下面,上面
下品,上品
下情,上情
下去,上去
就任,上任
下身,上身
下水,上水
下属,上司
下台,上台
走投无路,上天无路;入地无门
下限,上限
下行,上行
演出,上演
下游,上游
下跌,上涨
焚,烧
炙烤,烧灼
略微,稍微
略胜一筹,稍逊一筹
长,少
大惊小怪,少见多怪
多数,少数
俭,奢
苛求,奢求
期望,奢望
笔战,舌战
取,舍
舍近求远,舍本逐末
取长补短,舍短取长
损人利己,舍己为人
舍本逐末,舍近求远
奋不顾身,舍生忘死
想象,设想
触及,涉及
训斥,申斥
声明,申明
屈,伸
蜷缩,伸直
声名狼藉,身败名裂
不由自主,身不由己
声誉鹤起,身价百倍
初出茅庐,身经百战
设身处地,身临其境
骨瘦如柴,身强力壮
事必躬亲,身体力行
一马当先,身先士卒
嗟叹,呻吟
淡,深
深厚,深沉
血海深仇,深仇大恨
感恩戴德,深恶痛绝
高山,深谷
深沉,深厚
深思熟虑,深谋远虑
情同手足,深情厚谊
深化,深入
不得人心,深入人心
深谋远虑,深思熟虑
坚信,深信
疑神疑鬼,深信不疑
长远,深远
进修,深造
容光焕发,神采焕发
按兵不动,神出鬼没
颠三倒四,神魂颠倒
锦囊妙计,神机妙算
奥秘,神秘
奴颜婢膝,神气活现
萎靡不振,神气十足
从容不迫,神色自若
心机,神思
疾速,神速
雕虫小技,神通广大
审问,审讯
笑纳,哂纳
以至,甚至
浸透,渗透
降,升
晋级,升级
贬值,升值
生吞活剥,生搬硬套
投机倒把,生财有道
平淡无奇,生花妙笔
奄奄一息,生机勃勃
水深火热,生灵涂炭
老气横秋,生龙活虎
活路,生路
病入膏肓,生命垂危
华诞,生日
惹事,生事
熟手,生手
背信弃义,生死与共
生搬硬套,生吞活剥
失效,生效
僵硬,生硬
宣称,声称
兴高采烈,声泪俱下
身败名裂,声名狼藉
正颜厉色,声色俱厉
大张旗鼓,声势浩大
心平气和,声嘶力竭
名望,声望
声响,声音
家畜,牲畜
负,胜
败仗,胜仗
费,省
节衣缩食,省吃俭用
免得,省得
费力,省力
探亲,省亲
费事,省事
衰,盛
浩大,盛大
每况愈下,盛极一时
怒放,盛开
名副其实,盛名之下;其实难副
震怒,盛怒
咄咄逼人,盛气凌人
严冬,盛夏
盈余,剩余
得,失
失利,失败
失算,失策
正常,失常
得宠,失宠
平衡,失调
获得,失掉
魂不守舍,失魂落魄
得胜,失利
保密,失密
得到,失去
生效,失效
就业,失业
得宜,失宜
得志,失意
践约,失约
生,师
徒弟,师傅
恩赐,施舍
干,湿
干冷,湿热
罪大恶极,十恶不赦
非常,十分
万无一失,十拿九稳
完美无缺,十全十美
流离失所,十室九空
穷乡僻壤,十字街头
杳无音信,石沉大海
默默无闻,石破天惊
经常,时常
一成不变,时过境迁
时分,时候
季节,时节
时辰,时刻
时势,时事
古装,时装
真,实
虚词,实词
实践,实际
理论,实践
施行,实施
脚踏实地,实事求是
完成,实现
施行,实行
真实,实在
丢,拾
用力,使劲
初,始
一直,始终
兵士,士兵
人间,世间
炙手可热,世态炎凉
郊区,市区
逞强,示弱
一举两得,事半功倍
事半功倍,事倍功半
身体力行,事必躬亲
事故,事变
当务之急,事不宜迟
无缘无故,事出有因
情随事迁,事过境迁
预先,事后
事情,事件
现实,事实
事前,事先
适得其反,事与愿违
听天由命,事在人为
伺候,侍候
势如破竹,势不可当
不相上下,势均力敌
势不可当,势如破竹
杀身成仁,视死如归
视野,视线
仗势欺人,恃强凌弱
擦,拭
非,是
能否,是否
忍无可忍,是可忍;孰不可忍
事与愿违,适得其反
过度,适度
过量,适量
顺应,适应
开释,释放
放心,释怀
豁然,释然
同流合污,誓不两立
